question_id,labels,label_scores,label_sources
805,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY"", ""TRAIT_RESILIENCE""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""TRAIT_RESILIENCE"": 0.6400000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""TRAIT_RESILIENCE"": ""rule""}"
806,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY"", ""TRAIT_RESILIENCE""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""TRAIT_RESILIENCE"": 0.6400000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""TRAIT_RESILIENCE"": ""rule""}"
807,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_EXCELLENCE_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""ORIENTATION_EXCELLENCE_FOCUSED"": 0.7200000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""ORIENTATION_EXCELLENCE_FOCUSED"": ""rule""}"
808,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CREATIVITY"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY"", ""TRAIT_FLEXIBILITY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""TRAIT_CREATIVITY"": 0.8, ""TRAIT_FLEXIBILITY"": 0.6400000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""TRAIT_CREATIVITY"": ""rule"", ""TRAIT_FLEXIBILITY"": ""rule""}"
809,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule""}"
810,"[""INTEREST_PLANNING_STRATEGY"", ""INTEREST_RAPID_EXPERIMENTATION"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_EXCELLENCE_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_SPEED_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY"", ""TRAIT_RESILIENCE""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.7644444444444445, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""INTEREST_RAPID_EXPERIMENTATION"": 0.7200000000000001, ""TRAIT_RESILIENCE"": 0.6400000000000001, ""ORIENTATION_EXCELLENCE_FOCUSED"": 0.7200000000000001, ""ORIENTATION_SPEED_FOCUSED"": 0.6400000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""INTEREST_RAPID_EXPERIMENTATION"": ""rule"", ""TRAIT_RESILIENCE"": ""rule"", ""ORIENTATION_EXCELLENCE_FOCUSED"": ""rule"", ""ORIENTATION_SPEED_FOCUSED"": ""rule""}"
811,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule""}"
812,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY"", ""TRAIT_RESILIENCE""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""TRAIT_RESILIENCE"": 0.6400000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""TRAIT_RESILIENCE"": ""rule""}"
813,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule""}"
814,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_COLLABORATIVE"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7088888888888889, ""ORIENTATION_PEOPLE_FOCUSED"": 0.688888888888889, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""TRAIT_COLLABORATIVE"": 0.7200000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""TRAIT_COLLABORATIVE"": ""rule""}"
815,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule""}"
816,"[""INTEREST_PLANNING_STRATEGY"", ""INTEREST_RAPID_EXPERIMENTATION"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_SPEED_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.7644444444444445, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""INTEREST_RAPID_EXPERIMENTATION"": 0.7200000000000001, ""ORIENTATION_SPEED_FOCUSED"": 0.6400000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""INTEREST_RAPID_EXPERIMENTATION"": ""rule"", ""ORIENTATION_SPEED_FOCUSED"": ""rule""}"
817,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule""}"
818,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY"", ""TRAIT_INDEPENDENCE""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""TRAIT_INDEPENDENCE"": 0.7200000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""TRAIT_INDEPENDENCE"": ""rule""}"
819,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule""}"
820,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule""}"
821,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_EXCELLENCE_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""ORIENTATION_STABILITY_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""ORIENTATION_EXCELLENCE_FOCUSED"": 0.7200000000000001, ""ORIENTATION_STABILITY_FOCUSED"": 0.6400000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""ORIENTATION_EXCELLENCE_FOCUSED"": ""rule"", ""ORIENTATION_STABILITY_FOCUSED"": ""rule""}"
822,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_EXCELLENCE_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7088888888888889, ""ORIENTATION_PEOPLE_FOCUSED"": 0.688888888888889, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""ORIENTATION_EXCELLENCE_FOCUSED"": 0.7200000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""ORIENTATION_EXCELLENCE_FOCUSED"": ""rule""}"
823,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule""}"
824,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY"", ""TRAIT_INDEPENDENCE""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""TRAIT_INDEPENDENCE"": 0.7200000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""TRAIT_INDEPENDENCE"": ""rule""}"
825,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY"", ""TRAIT_ORGANIZATION""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8, ""TRAIT_ORGANIZATION"": 0.6400000000000001}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule"", ""TRAIT_ORGANIZATION"": ""rule""}"
826,"[""INTEREST_PLANNING_STRATEGY"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_EMPATHY""]","{""ORIENTATION_BUSINESS_FOCUSED"": 0.7, ""ORIENTATION_PEOPLE_FOCUSED"": 0.6, ""TRAIT_EMPATHY"": 0.6, ""TRAIT_CURIOSITY"": 0.8, ""INTEREST_PLANNING_STRATEGY"": 0.8}","{""ORIENTATION_BUSINESS_FOCUSED"": ""metadata"", ""ORIENTATION_PEOPLE_FOCUSED"": ""metadata"", ""TRAIT_EMPATHY"": ""metadata"", ""TRAIT_CURIOSITY"": ""metadata"", ""INTEREST_PLANNING_STRATEGY"": ""rule""}"
827,"[""ORIENTATION_RESEARCH_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""TRAIT_COLLABORATIVE"", ""TRAIT_FLEXIBILITY"", ""TRAIT_INDEPENDENCE"", ""TRAIT_ORGANIZATION"", ""TRAIT_RESILIENCE""]","{""TRAIT_COLLABORATIVE"": 0.7, ""TRAIT_INDEPENDENCE"": 0.7, ""TRAIT_ORGANIZATION"": 0.6, ""TRAIT_FLEXIBILITY"": 0.7, ""TRAIT_RESILIENCE"": 0.6400000000000001, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8, ""ORIENTATION_RESEARCH_FOCUSED"": 0.7200000000000001}","{""TRAIT_COLLABORATIVE"": ""metadata"", ""TRAIT_INDEPENDENCE"": ""metadata"", ""TRAIT_ORGANIZATION"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""metadata"", ""TRAIT_RESILIENCE"": ""rule"", ""ORIENTATION_SYSTEM_ORIENTED"": ""rule"", ""ORIENTATION_RESEARCH_FOCUSED"": ""rule""}"
828,"[""TRAIT_COLLABORATIVE"", ""TRAIT_FLEXIBILITY"", ""TRAIT_INDEPENDENCE"", ""TRAIT_ORGANIZATION""]","{""TRAIT_COLLABORATIVE"": 0.7, ""TRAIT_INDEPENDENCE"": 0.7, ""TRAIT_ORGANIZATION"": 0.6, ""TRAIT_FLEXIBILITY"": 0.7}","{""TRAIT_COLLABORATIVE"": ""metadata"", ""TRAIT_INDEPENDENCE"": ""metadata"", ""TRAIT_ORGANIZATION"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""metadata""}"
829,"[""TRAIT_COLLABORATIVE"", ""TRAIT_FLEXIBILITY"", ""TRAIT_INDEPENDENCE"", ""TRAIT_ORGANIZATION""]","{""TRAIT_COLLABORATIVE"": 0.7, ""TRAIT_INDEPENDENCE"": 0.7, ""TRAIT_ORGANIZATION"": 0.6, ""TRAIT_FLEXIBILITY"": 0.7}","{""TRAIT_COLLABORATIVE"": ""metadata"", ""TRAIT_INDEPENDENCE"": ""metadata"", ""TRAIT_ORGANIZATION"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""metadata""}"
830,"[""INTEREST_RAPID_EXPERIMENTATION"", ""ORIENTATION_RESEARCH_FOCUSED"", ""TRAIT_COLLABORATIVE"", ""TRAIT_CURIOSITY"", ""TRAIT_FLEXIBILITY"", ""TRAIT_INDEPENDENCE"", ""TRAIT_ORGANIZATION""]","{""TRAIT_COLLABORATIVE"": 0.7, ""TRAIT_INDEPENDENCE"": 0.7, ""TRAIT_ORGANIZATION"": 0.6, ""TRAIT_FLEXIBILITY"": 0.7, ""INTEREST_RAPID_EXPERIMENTATION"": 0.7200000000000001, ""TRAIT_CURIOSITY"": 0.7200000000000001, ""ORIENTATION_RESEARCH_FOCUSED"": 0.7200000000000001}","{""TRAIT_COLLABORATIVE"": ""metadata"", ""TRAIT_INDEPENDENCE"": ""metadata"", ""TRAIT_ORGANIZATION"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""metadata"", ""INTEREST_RAPID_EXPERIMENTATION"": ""rule"", ""TRAIT_CURIOSITY"": ""rule"", ""ORIENTATION_RESEARCH_FOCUSED"": ""rule""}"
831,"[""TRAIT_COLLABORATIVE"", ""TRAIT_FLEXIBILITY"", ""TRAIT_INDEPENDENCE"", ""TRAIT_ORGANIZATION""]","{""TRAIT_COLLABORATIVE"": 0.7, ""TRAIT_INDEPENDENCE"": 0.7, ""TRAIT_ORGANIZATION"": 0.6, ""TRAIT_FLEXIBILITY"": 0.7}","{""TRAIT_COLLABORATIVE"": ""metadata"", ""TRAIT_INDEPENDENCE"": ""metadata"", ""TRAIT_ORGANIZATION"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""metadata""}"
832,"[""ORIENTATION_RESEARCH_FOCUSED"", ""ORIENTATION_SYSTEM_ORIENTED"", ""TRAIT_COLLABORATIVE"", ""TRAIT_FLEXIBILITY"", ""TRAIT_INDEPENDENCE"", ""TRAIT_ORGANIZATION""]","{""TRAIT_COLLABORATIVE"": 0.7, ""TRAIT_INDEPENDENCE"": 0.7, ""TRAIT_ORGANIZATION"": 0.6, ""TRAIT_FLEXIBILITY"": 0.7, ""ORIENTATION_SYSTEM_ORIENTED"": 0.8, ""ORIENTATION_RESEARCH_FOCUSED"": 0.7200000000000001}","{""TRAIT_COLLABORATIVE"": ""metadata"", ""TRAIT_INDEPENDENCE"": ""metadata"", ""TRAIT_ORGANIZATION"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""metadata"", ""ORIENTATION_SYSTEM_ORIENTED"": ""rule"", ""ORIENTATION_RESEARCH_FOCUSED"": ""rule""}"
833,"[""TRAIT_COLLABORATIVE"", ""TRAIT_FLEXIBILITY"", ""TRAIT_INDEPENDENCE"", ""TRAIT_ORGANIZATION""]","{""TRAIT_COLLABORATIVE"": 0.7088888888888889, ""TRAIT_INDEPENDENCE"": 0.7, ""TRAIT_ORGANIZATION"": 0.6, ""TRAIT_FLEXIBILITY"": 0.7}","{""TRAIT_COLLABORATIVE"": ""metadata"", ""TRAIT_INDEPENDENCE"": ""metadata"", ""TRAIT_ORGANIZATION"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""metadata""}"
834,"[""INTEREST_EXPLANATION_WRITING"", ""INTEREST_USER_EXPERIENCE"", ""ORIENTATION_PEOPLE_FOCUSED"", ""TRAIT_COLLABORATIVE"", ""TRAIT_EMPATHY"", ""TRAIT_FLEXIBILITY"", ""TRAIT_INDEPENDENCE"", ""TRAIT_ORGANIZATION""]","{""TRAIT_COLLABORATIVE"": 0.7, ""TRAIT_INDEPENDENCE"": 0.7, ""TRAIT_ORGANIZATION"": 0.6, ""TRAIT_FLEXIBILITY"": 0.7, ""INTEREST_USER_EXPERIENCE"": 0.8, ""INTEREST_EXPLANATION_WRITING"": 0.6400000000000001, ""TRAIT_EMPATHY"": 0.6400000000000001, ""ORIENTATION_PEOPLE_FOCUSED"": 0.8}","{""TRAIT_COLLABORATIVE"": ""metadata"", ""TRAIT_INDEPENDENCE"": ""metadata"", ""TRAIT_ORGANIZATION"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""metadata"", ""INTEREST_USER_EXPERIENCE"": ""rule"", ""INTEREST_EXPLANATION_WRITING"": ""rule"", ""TRAIT_EMPATHY"": ""rule"", ""ORIENTATION_PEOPLE_FOCUSED"": ""rule""}"
835,"[""TRAIT_COLLABORATIVE"", ""TRAIT_FLEXIBILITY"", ""TRAIT_INDEPENDENCE"", ""TRAIT_ORGANIZATION""]","{""TRAIT_COLLABORATIVE"": 0.7, ""TRAIT_INDEPENDENCE"": 0.7, ""TRAIT_ORGANIZATION"": 0.6, ""TRAIT_FLEXIBILITY"": 0.7}","{""TRAIT_COLLABORATIVE"": ""metadata"", ""TRAIT_INDEPENDENCE"": ""metadata"", ""TRAIT_ORGANIZATION"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""metadata""}"
836,"[""TRAIT_COLLABORATIVE"", ""TRAIT_FLEXIBILITY"", ""TRAIT_INDEPENDENCE"", ""TRAIT_ORGANIZATION""]","{""TRAIT_COLLABORATIVE"": 0.7, ""TRAIT_INDEPENDENCE"": 0.7, ""TRAIT_ORGANIZATION"": 0.6, ""TRAIT_FLEXIBILITY"": 0.7}","{""TRAIT_COLLABORATIVE"": ""metadata"", ""TRAIT_INDEPENDENCE"": ""metadata"", ""TRAIT_ORGANIZATION"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""metadata""}"
